3.526177958471772e-23,2.840190273441163e-24,1.0897756693229363e-17,7.1269454323265405e-12
3.782812776725606e-23,2.9698895852424967e-24,1.1945902508123505e-17,7.81861839490233e-12
4.34758352909417e-23,3.220586591887103e-24,1.3094514147718739e-17,8.577850163805052e-12
4.5016340416845916e-23,3.4242973417546565e-24,1.4353151403442383e-17,9.411326877925359e-12
5.1155673935204624e-23,4.020256902461927e-24,1.5732269482865472e-17,1.0326414023628926e-11
5.546101202093083e-23,4.434264984061668e-24,1.7243299958166707e-17,1.1331228994476117e-11
5.963130561299274e-23,4.737619442984868e-24,1.889873842435107e-17,1.2434722097461192e-11
6.659236150036504e-23,5.3248683507626264e-24,2.0712239292221382e-17,1.3646767121690966e-11
7.214182674016401e-23,5.706899494807318e-24,2.2698718137208258e-17,1.4978262756692773e-11
7.84497907494271e-23,6.001895959199376e-24,2.4874462011852057e-17,1.644124634907304e-11
8.607331322314495e-23,7.149559161229451e-24,2.7257248104279836e-17,1.8049021724017246e-11
9.643172446264946e-23,7.22597319790119e-24,2.986647108409242e-17,1.9816303079393533e-11
1.0593664318964938e-22,8.606094714388705e-24,3.2723279416579706e-17,2.1759377293837957e-11
1.135498068911385e-22,8.889597274655358e-24,3.5850720841129947e-17,2.389628738695431e-11
1.214650284298677e-22,9.990057390979657e-24,3.927389709401294e-17,2.6247040342859886e-11
1.3436727014841124e-22,1.0338781977485602e-23,4.302012780203213e-17,2.8833843073941466e-11
1.5290327255923702e-22,1.2028710318074947e-23,4.711912327293258e-17,3.1681370979757524e-11
1.6117313334229871e-22,1.2529777652307054e-23,5.160316565015853e-17,3.481707437105358e-11
1.7800753622100697e-22,1.388349638881334e-23,5.650729757063141e-17,3.8271529011140357e-11
2.0676507894642103e-22,1.528661683101057e-23,6.186951704913779e-17,4.207883821392431e-11
2.135748638442476e-22,1.7268877541741224e-23,6.773097679314745e-17,4.627709537623956e-11
2.4438989192296343e-22,1.8717291766362398e-23,7.413618550537313e-17,5.090891756975194e-11
2.6012175482798057e-22,2.0480852114297047e-23,8.113320793206252e-17,5.6022062946884374e-11
2.877878454096538e-22,2.1920693969890573e-23,8.877385943221066e-17,6.167014731637025e-11
3.238484567780555e-22,2.4999470649869323e-23,9.711388964081268e-17,6.791347843055682e-11
3.4494899639586684e-22,2.709680363081843e-23,1.0621314833655776e-16,7.482003044095605e-11
3.8351696161976567e-22,3.02164693649669e-23,1.1613572485370955e-16,8.24665858003175e-11
4.082343510621396e-22,3.243954458960171e-23,1.2695005024611628e-16,9.09400778453746e-11
4.5453057867091415e-22,3.560531531025857e-23,1.3872894885972432e-16,1.00339174671257e-10
5.094511899743011e-22,3.895315772734074e-23,1.5154962293586915e-16,1.1077615407004987e-10
5.565447867086207e-22,4.34880888293971e-23,1.6549355028673263e-16,1.2237913071401452e-10
6.1157038227987325e-22,4.827766648359851e-23,1.8064627089533257e-16,1.3529471100599772e-10
6.765378232546153e-22,5.472896240583835e-23,1.9709703344420256e-16,1.496911688435471e-10
7.437709306397283e-22,5.635122101098665e-23,2.1493826724000598e-16,1.657622579022955e-10
7.951354569414831e-22,6.350448236326573e-23,2.342648387848474e-16,1.8373180415297013e-10
8.76461102293009e-22,6.80935224193254e-23,2.551730454215068e-16,2.038592577325696e-10
9.416694266508689e-22,7.604877455694498e-23,2.777592912205675e-16,2.2644642796364356e-10
1.0529371468952705e-21,8.214176186458894e-23,3.0211838290132703e-16,2.5184568175880136e-10
1.1748931049285309e-21,8.571080813171939e-23,3.2834137661775983e-16,2.8046995703132136e-10
1.255221440648539e-21,1.0212060076182288e-22,3.565129007264605e-16,3.1280503305866365e-10
1.3639117888927815e-21,1.0563864603139676e-22,3.8670787642033673e-16,3.494246140382517e-10
1.4925090998847712e-21,1.1617108299033601e-22,4.189875591212037e-16,3.910089266009392e-10
1.6265556308621815e-21,1.3536825938369236e-22,4.533948311912032e-16,4.383677145595709e-10
1.7807000642627127e-21,1.4284847937550942e-22,4.899486940212165e-16,4.924687441624462e-10
2.0255865896562496e-21,1.5721861914128263e-22,5.286379388523368e-16,5.544732220861029e-10
2.1309789874360014e-21,1.603656529911176e-22,5.69414025429245e-16,6.257798900638203e-10
2.3859222907584483e-21,1.8006564593394328e-22,6.121832707026418e-16,7.08080010567508e-10
2.6437328390810646e-21,2.0328198853415399e-22,6.567985506791521e-16,8.034260161193438e-10
2.8297146457590288e-21,2.2749188659423835e-22,7.030508495579099e-16,9.143172822150902e-10
3.09058352661899e-21,2.4879768285190655e-22,7.506611496920637e-16,1.0438073253456648e-9
3.326148588439886e-21,2.5752671508077293e-22,7.992733347323341e-16,1.1956377522290616e-9
