mean n,std dev n,mean p,std dev p,n,ndegen,p,pdegen,eb,t,mue,nb,yp,knu,cost,ui
4.240433951400821e-05,7.456752603441283e-07,7.9751502011452e-07,6.100565402776444e-08,4.63106742667469e-05,0.0,7.777777387768017e-07,0.0,0.14962280630781694,0.11509475425262722,-0.3261940860067453,0.000195691166228822,0.2675914304283533,0.06345652203618213,-0.45983369643909855,0.01178575981460727
7.82043778341662e-05,3.740146854650369e-05,3.450349009118083e-05,1.9079105313654517e-05,7.938245937085039e-05,0.0,4.4615477601932306e-05,0.0,0.037566053391721956,0.16482054033787968,0.06282320271806746,0.0029325105158923125,0.32125771287599825,0.06345652203618213,-0.45983369643909855,0.01178575981460727
1.738409366015745e-05,5.7805357534138675e-06,1.143518958531243e-08,2.1957936822593282e-09,1.339152391558748e-05,0.0,1.967632304016628e-08,0.0,0.0038668239650292884,0.1326089683242453,-0.34118571114180773,0.00033411643934215486,0.08142033527901898,0.10215452671381275,-0.1315934735192199,0.046200030140631634
2.4045617655197926e-09,1.4841078391796466e-09,2.2267002840748824e-05,2.546001702575563e-05,7.170961453048117e-10,0.0,2.2688014702237722e-05,0.0,0.012332943499036865,0.03505620178020469,0.5628686502782847,0.0028167610549551937,0.36448223039931915,0.10215452671381275,-0.1315934735192199,0.046200030140631634
5.263870853350062e-05,1.4948890874189958e-05,1.702725534555396e-07,9.79857058042341e-09,4.8401909897686594e-05,0.0,1.2810460249429672e-07,0.0,0.14003382491930738,0.24615630248940462,-1.0391015206324747,0.00022715435402327665,0.20842410320565397,0.10215452671381275,-0.1315934735192199,0.046200030140631634
1.306353066620875e-06,9.030832509460963e-07,3.1378114960521684e-11,2.6226227356505434e-11,2.306257500276087e-06,0.0,0.0,0.0,0.0038668239650292884,0.1326089683242453,-0.34118571114180773,0.00033411643934215486,0.08142033527901898,0.007684218255361475,-0.964664859111446,0.019706439301566486
1.1438292443475267e-11,1.5767667218216826e-11,1.9271090610606874e-07,4.570917323708819e-07,1.315071350034552e-11,0.0,0.0,0.0,0.012332943499036865,0.03505620178020469,0.5628686502782847,0.0028167610549551937,0.36448223039931915,0.007684218255361475,-0.964664859111446,0.019706439301566486
4.912398763708534e-05,1.195709771718935e-05,4.2459240753862334e-08,1.2980297414453823e-08,5.6496184875874445e-05,0.0,4.267109440098448e-11,0.0,0.14003382491930738,0.24615630248940462,-1.0391015206324747,0.00022715435402327665,0.20842410320565397,0.007684218255361475,-0.964664859111446,0.019706439301566486
1.4324896678046095e-05,2.9242452895825195e-06,1.1755886984785331e-08,4.945320343317128e-09,1.1916212116413002e-05,0.0,1.868403035260591e-08,0.0,0.0038668239650292884,0.1326089683242453,-0.34118571114180773,0.00033411643934215486,0.08142033527901898,0.08967645643424582,-0.6852518473841536,0.04938470936839025
1.0096771743040054e-09,7.534375373457448e-10,2.270223079454678e-05,3.4210388711997e-05,4.984208057031999e-10,0.0,2.3179267984110152e-05,0.0,0.012332943499036865,0.03505620178020469,0.5628686502782847,0.0028167610549551937,0.36448223039931915,0.08967645643424582,-0.6852518473841536,0.04938470936839025
4.9616291607936644e-05,1.718678744393271e-05,1.4098084602410257e-07,3.540705283682719e-09,5.3959088509724706e-05,0.0,1.777346598563823e-07,0.0,0.14003382491930738,0.24615630248940462,-1.0391015206324747,0.00022715435402327665,0.20842410320565397,0.08967645643424582,-0.6852518473841536,0.04938470936839025
0.0008862130904013597,0.00041601138401216325,0.0003178338259359118,9.58895530084056e-05,0.0009997941105554795,0.0,0.0004990020002290357,0.0,0.11565879245558132,0.18315271220466273,0.21141740953525912,0.014010458447238626,0.20936157151149093,0.10142576795155367,0.3299117014813615,0.042786606852308215
1.9657487669862773e-05,5.49139841186532e-06,6.555660747098683e-06,4.114753189473042e-07,1.9041706982521394e-05,0.0,7.584967281869273e-06,0.0,0.02209927481344015,0.05488148098763568,0.11770376263938333,0.0008875707589021861,0.21719973545361793,0.10142576795155367,0.3299117014813615,0.042786606852308215
0.0003224948701077403,0.00014781091673770014,1.4370293770218027e-08,6.811789874196582e-09,0.00026632807473166956,0.0,1.7850379581548902e-08,0.0,0.006321750752564031,0.21849801651622835,-0.7761033003833493,0.00648410194294013,0.007050770923385852,0.10142576795155367,0.3299117014813615,0.042786606852308215
0.004608343403724657,0.0004908780934828233,0.0007182191700558294,0.00011130955215028219,0.0031611511572442854,0.0,0.0006845065343478033,0.0,0.11565879245558132,0.18315271220466273,0.21141740953525912,0.014010458447238626,0.20936157151149093,0.3995543970805697,0.09273092127146354,0.03694694306076829
0.0003620144325978207,4.900611321758017e-05,7.25944323321489e-05,1.084323469304243e-05,0.0002506378898506788,0.0,4.6697877672603686e-05,0.0,0.02209927481344015,0.05488148098763568,0.11770376263938333,0.0008875707589021861,0.21719973545361793,0.3995543970805697,0.09273092127146354,0.03694694306076829
0.0023887900483494143,0.00015663849768572888,1.3942135172839182e-06,9.000231723610698e-08,0.002338963305618919,0.0,1.355152926829675e-06,0.0,0.006321750752564031,0.21849801651622835,-0.7761033003833493,0.00648410194294013,0.007050770923385852,0.3995543970805697,0.09273092127146354,0.03694694306076829
0.003704395149594986,0.00013027789167806636,0.0007782107416053659,0.00016341955365327128,0.0028159903738659135,0.0,0.0007348997445574116,0.0,0.11565879245558132,0.18315271220466273,0.21141740953525912,0.014010458447238626,0.20936157151149093,0.38913323827132407,-0.579666568852117,0.01898129987242586
0.00034603165319009463,0.00010068666617182397,7.754132934748695e-05,1.4390077492506745e-05,0.0002301518103306385,0.0,4.7478451271884676e-05,0.0,0.02209927481344015,0.05488148098763568,0.11770376263938333,0.0008875707589021861,0.21719973545361793,0.38913323827132407,-0.579666568852117,0.01898129987242586
0.002136974379225348,0.0002216786884172727,1.6608799234694388e-06,1.5378286296855726e-07,0.00205353921868395,0.0,1.4655404458990715e-06,0.0,0.006321750752564031,0.21849801651622835,-0.7761033003833493,0.00648410194294013,0.007050770923385852,0.38913323827132407,-0.579666568852117,0.01898129987242586
1.0673112815990456e-05,2.270931498998167e-06,6.128791510489906e-08,3.347891957335149e-09,6.922222821289225e-06,0.0,1.0979614561994813e-07,0.0,0.09500941929670581,0.15294049067842225,-0.7936677856954919,2.1112560961979952e-05,0.2658975688569277,0.4354489452453755,-0.3853144418405865,0.03948528660299519
1.1589740573705647e-05,2.041095306663728e-06,5.879396840695382e-07,2.704759857814202e-08,1.725853100165787e-05,0.0,1.1055884947468205e-06,0.0,0.14983323513329558,0.05794597542775881,-0.26194791269185985,3.940856712195233e-05,0.12044384675238262,0.4354489452453755,-0.3853144418405865,0.03948528660299519
1.1331120278552862e-05,1.4262932893606197e-06,7.053481576100436e-08,1.032475990337935e-08,7.209382603532593e-06,0.0,4.4986626723871654e-08,0.0,0.03751955365291465,0.18986940231411087,-1.0395618074908994,2.145533085260753e-05,0.22841049656255996,0.4354489452453755,-0.3853144418405865,0.03948528660299519
9.15147388939629e-06,2.5083616972230554e-06,3.09152397798092e-07,4.8477244214513565e-08,5.332733015225303e-06,0.0,1.0693205075752056e-07,0.0,0.09500941929670581,0.15294049067842225,-0.7936677856954919,2.1112560961979952e-05,0.2658975688569277,0.4247008599060371,0.8167813748411326,0.017296422950069487
5.508978133480048e-06,4.285142636080022e-07,4.91762554862774e-07,7.643276291216235e-08,8.240834045505236e-06,0.0,1.5756410537871297e-06,0.0,0.14983323513329558,0.05794597542775881,-0.26194791269185985,3.940856712195233e-05,0.12044384675238262,0.4247008599060371,0.8167813748411326,0.017296422950069487
7.676377783072663e-06,1.181738789800331e-06,8.450443867597055e-08,1.328679233808696e-08,6.040524585863107e-06,0.0,4.755405836951233e-08,0.0,0.03751955365291465,0.18986940231411087,-1.0395618074908994,2.145533085260753e-05,0.22841049656255996,0.4247008599060371,0.8167813748411326,0.017296422950069487
2.282012280000183e-06,4.41424744653249e-08,3.631913175431562e-08,4.951673205535221e-09,4.212202091197345e-06,0.0,3.3677826331525205e-08,0.0,0.09500941929670581,0.15294049067842225,-0.7936677856954919,2.1112560961979952e-05,0.2658975688569277,0.34842876610382745,0.6802227570904136,0.04110578682077022
6.2642860903190464e-06,4.7204024757747666e-07,3.743136781940723e-07,1.0848348835797266e-07,7.296914308126065e-06,0.0,7.71116991890478e-07,0.0,0.14983323513329558,0.05794597542775881,-0.26194791269185985,3.940856712195233e-05,0.12044384675238262,0.34842876610382745,0.6802227570904136,0.04110578682077022
7.654150912500319e-06,1.8901641504541883e-06,3.025930556835992e-08,4.974589935965319e-09,4.724557574186328e-06,0.0,1.569415768616815e-08,0.0,0.03751955365291465,0.18986940231411087,-1.0395618074908994,2.145533085260753e-05,0.22841049656255996,0.34842876610382745,0.6802227570904136,0.04110578682077022
