mean n,std dev n,mean p,std dev p,n,ndegen,p,pdegen,eb,t,mue,nb,yp,knu,cost,ui
3.8673429063495264e-05,5.475285944226127e-06,2.733228577090015e-06,6.334010160558878e-07,2.6295646661570786e-05,0.0,1.4993054986258646e-06,0.0,0.05321141909830532,0.08835270887569552,-0.260359434761428,0.00010046868379984958,0.13744447425158401,0.3608202448246498,0.5062776202989401,0.04815897431090929
0.00031285078907588096,9.341216541318955e-05,2.280505122969206e-06,8.610208686365563e-08,0.00016402923117704826,0.0,5.415579668932079e-06,0.0,0.0615623626317194,0.05058664713325467,-0.08181140983927006,0.0006057401465643916,0.047316017206531835,0.3608202448246498,0.5062776202989401,0.04815897431090929
9.792242553980392e-06,1.6216268571464266e-06,4.2730982740257405e-07,4.060076832243689e-08,6.943631022875726e-06,0.0,2.766818049491652e-07,0.0,0.0036412152517140833,0.01551172438986681,-0.005669975406718544,2.368009703653309e-05,0.06451373989813397,0.3608202448246498,0.5062776202989401,0.04815897431090929
3.4218616145785593e-05,6.633121705076479e-06,5.483260541284305e-07,1.6753671617995576e-08,1.904397405280642e-05,0.0,7.77962033853127e-07,0.0,0.05321141909830532,0.08835270887569552,-0.260359434761428,0.00010046868379984958,0.13744447425158401,0.2986331980528184,0.028009135847590017,0.03920324415996511
0.00021245605836044896,2.879556142660039e-05,2.338723300700899e-06,1.2279114191707353e-07,0.00012647635496015032,0.0,3.548356482320963e-06,0.0,0.0615623626317194,0.05058664713325467,-0.08181140983927006,0.0006057401465643916,0.047316017206531835,0.2986331980528184,0.028009135847590017,0.03920324415996511
7.501059083167139e-06,2.2860939856654813e-06,2.767734767118044e-07,4.1442450305370756e-08,4.876182078364545e-06,0.0,1.85557048503301e-07,0.0,0.0036412152517140833,0.01551172438986681,-0.005669975406718544,2.368009703653309e-05,0.06451373989813397,0.2986331980528184,0.028009135847590017,0.03920324415996511
8.513365267812997e-06,2.1270116437099252e-07,3.616894986582186e-07,1.4107341985435952e-08,9.91111321188135e-06,0.0,3.9674487997373357e-07,0.0,0.05321141909830532,0.08835270887569552,-0.260359434761428,0.00010046868379984958,0.13744447425158401,0.2153882110363713,-0.08108407246043337,0.0227493270197687
6.773317512971474e-05,3.347516711089286e-06,2.1482630691628667e-06,1.375507161736589e-07,7.137315113149375e-05,0.0,2.9425121781473817e-06,0.0,0.0615623626317194,0.05058664713325467,-0.08181140983927006,0.0006057401465643916,0.047316017206531835,0.2153882110363713,-0.08108407246043337,0.0227493270197687
3.7591080460098606e-06,9.0873986285827e-07,1.5667002912589346e-07,1.842438532767654e-08,2.4743598188334695e-06,0.0,1.0008390759930528e-07,0.0,0.0036412152517140833,0.01551172438986681,-0.005669975406718544,2.368009703653309e-05,0.06451373989813397,0.2153882110363713,-0.08108407246043337,0.0227493270197687
6.11128763210883e-05,3.068560760981909e-05,2.4558805007889624e-05,1.0790357761684342e-05,6.558336695074857e-05,0.0,1.8635674318576136e-05,0.0,0.023913243890176062,0.14211141841411828,0.04349729936317636,0.0027739355557849614,0.20499794116975423,0.09732839000200189,-0.5612239129412244,0.00762538698709507
4.570686198831954e-05,9.346084710889071e-07,1.2104415425728103e-06,5.180554668023615e-08,4.799600004503899e-05,0.0,1.382319594117855e-06,0.0,0.14962280630781694,0.11509475425262722,-0.3261940860067453,0.000195691166228822,0.2675914304283533,0.09732839000200189,-0.5612239129412244,0.00762538698709507
9.089788336177204e-05,4.534234365348202e-05,5.022570886604567e-05,1.8133339797923876e-05,8.709209753607069e-05,0.0,4.8414129501146346e-05,0.0,0.037566053391721956,0.16482054033787968,0.06282320271806746,0.0029325105158923125,0.32125771287599825,0.09732839000200189,-0.5612239129412244,0.00762538698709507
0.00016786858172769054,4.0983940924238105e-05,2.0698739275004614e-05,6.3277665268662755e-06,0.00011696633369060536,0.0,2.074697223000474e-05,0.0,0.023913243890176062,0.14211141841411828,0.04349729936317636,0.0027739355557849614,0.20499794116975423,0.16839494663985877,-0.5561428655238378,0.01811855603778785
4.668831315003204e-05,1.0807723376379624e-06,1.9894874073607826e-06,9.48719892486688e-08,4.844636561146212e-05,0.0,2.1891856788186523e-06,0.0,0.14962280630781694,0.11509475425262722,-0.3261940860067453,0.000195691166228822,0.2675914304283533,0.16839494663985877,-0.5561428655238378,0.01811855603778785
0.00015163202885653046,3.9099126384266564e-05,5.325105119784067e-05,2.0783853321088788e-05,0.00010570847896426773,0.0,5.325116772058959e-05,0.0,0.037566053391721956,0.16482054033787968,0.06282320271806746,0.0029325105158923125,0.32125771287599825,0.16839494663985877,-0.5561428655238378,0.01811855603778785
5.423526658825544e-05,3.28576868626821e-05,1.258163438720924e-05,4.670601664267697e-06,5.954303838192979e-05,0.0,1.6951642880352994e-05,0.0,0.023913243890176062,0.14211141841411828,0.04349729936317636,0.0027739355557849614,0.20499794116975423,0.06345652203618213,-0.45983369643909855,0.01178575981460727
